SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Trigram_Lprob1	Penalty_Short1	Penalty_Long1	Edit_Distance1	Average_TER1	Bigram_mismatch_percentage1	Trigram_mismatch_percentage1	Trigram_Lprob2	Penalty_Short2	Penalty_Long2	Edit_Distance2	Average_TER2	Bigram_mismatch_percentage2	Trigram_mismatch_percentage2	Trigram_Lprob3	Penalty_Short3	Penalty_Long3	Edit_Distance3	Average_TER3	Bigram_mismatch_percentage3	Trigram_mismatch_percentage3	Trigram_Lprob4	Penalty_Short4	Penalty_Long4	Edit_Distance4	Average_TER4	Bigram_mismatch_percentage4	Trigram_mismatch_percentage4	
urd-ng-102-174502-11516161-post150__2	اب يہ پاکستان کو تباہ کرنے ميں کوئی کسر نہيں چھوڑ رہے۔	And now they are doing everything to destroy Pakistan.	Now they are not leaving any stone unturned in destroying Pakistan.	Now they are trying their best to destroy Pakistan.	They are not letting any stone unturned in the destruction of Pakistan.	24.5698	44.3298969072	0.0	6.25	52.4038461538	40.0	60.0	29.7776	30.9278350515	0.0	5.5	51.5384615385	33.3333333333	75.0	20.2495	47.4226804124	0.0	5.75	48.2371794872	40.0	60.0	32.1714	26.8041237113	0.0	7.0	67.5	38.4615384615	61.5384615385
urd-ng-102-174502-11516161-post150__3	اصل ميں يہ مسلمان تو کيا انسان کہلوانے کے حقدار نہيں۔	In reality, they do not even deserve to be called Human beings, let alone Muslims.	Actually, these are not even fit to be called human beings, let alone 'Muslims'.	In reality they don't even get close to be called a Muslin, in fact they deserve to be called animals or barbarians	They do not deserve to be called humans let alone muslims.	96.8738	14.5833333333	0.0	8.25	47.5223785166	44.4444444444	77.7777777778	29.9635	16.6666666667	0.0	9.5	51.2077294686	27.7777777778	77.7777777778	34.9212	0.0	16.5217391304	13.75	93.2189542484	33.3333333333	66.6666666667	74.998	39.5833333333	0.0	10.0	48.9450127877	50.0	66.6666666667
urd-ng-102-174502-11516161-post150__4	پاکستان کو ان شرپسندوں سے پاک کیے بغير ملکی سلامتی خطرہ ميں رہےگي۔	Without cleaning Pakistan from these evil doers, the country's existence will be in jeopardy.	Without cleaning Pakistan of these mischief mongers, the national security will remain at risk.	Pakistan security will stay at risk until these extremists are not eradicated from Pakistan.	Without rooting these miscreants out of Pakistan, the national security will be at risk.	46.1694	22.5	0.0	8.75	56.25	52.9411764706	82.3529411765	77.2104	20.8333333333	0.0	7.75	42.6102941176	50.0	87.5	80.9798	23.3333333333	0.0	11.25	64.2463235294	40.0	93.3333333333	82.6534	26.6666666667	0.0	8.25	48.7806372549	43.75	75.0
urd-ng-102-174502-11516161-post150__5	کيا اب بھی يہ سوچنے کی گنجائش ہے کہ ان مفسدوں پر پابندی لگائی جائے کہ نہ؟	Can we still afford to think if we should ban these mutinous or not?	Can we still think about whether or not to put a ban on these mischief mongers?	Should we still think that the innocent people will be charged with rules and regulation?	Is there still room for consideration whether these scoundrels should be banned?	34.0601	47.6923076923	0.0	9.5	58.0953054299	33.3333333333	60.0	70.3111	39.2307692308	0.0	10.0	65.8253205128	29.4117647059	41.1764705882	74.6346	31.5384615385	0.0	10.0	67.7073906486	18.75	43.75	71.4945	38.4615384615	0.0	10.5	63.9338235294	38.4615384615	84.6153846154
urd-ng-102-174502-11516161-post150__6	متشدد ملاوؤں کی اس دنيا ميں کہيں جگہ نہيں جنکا کام ہی قتل کرانا ہے۔	In this world of callous leaders, there is no place for those whose work is only to kill.	There is no place on earth for extremist Mullahs whose only work is to cause killings.	In this feurious world the job is war,their work is only to kill.	There is no place in this world for extremist mullahs whose only purpose is to kill.	109.405	25.8333333333	0.0	10.75	56.8933823529	30.0	45.0	42.0561	28.3333333333	0.0	9.25	49.3566176471	35.2941176471	64.7058823529	42.175	45.8333333333	0.0	9.75	51.9852941176	37.5	75.0	48.3896	30.0	0.0	9.25	45.6066176471	29.4117647059	47.0588235294
urd-ng-102-174502-11516161-post15__1	اس خبر سے دل چور چور ہو رہا ہے۔	This news breaks my heart to pieces.	This news tore my heart.	With this news my heart is broken.	Heart is breaking into pieces on this news.	21.1368	33.3333333333	0.0	4.0	50.3472222222	50.0	75.0	29.9282	55.5555555556	0.0	4.0	47.2222222222	66.6666666667	100.0	24.9588	37.037037037	0.0	4.5	55.9027777778	50.0	87.5	19.7561	20.3703703704	0.0	6.0	80.2083333333	33.3333333333	100.0
urd-ng-102-174502-11516161-post15__2	یہ کیسی دنیا ہے جہاں اللہ کے دین اسلام کہ ایک اہم رکن کا آج نام بھی لینے والے کے لیے اس دنیا میں جینا مشکل ہے۔	What kind of world is this where it is hard to live for one who takes the name of one major pillar of Islam, religion of Allah.	What kind of world is that in which it has become difficult for those who even take the name of one of the important parts of the religion of Allah, Islam.	What type of world is this in which it is very difficult to follow and live with the preachings of Allah's islam .	What world is this where it is hard to survive for the one who names an important part of Allah's religion Islam.	93.5533	34.5360824742	0.0	13.25	48.2954545455	24.1379310345	55.1724137931	63.6571	20.1030927835	0.0	15.75	59.4468390805	18.1818181818	27.2727272727	103.783	41.2371134021	0.0	14.5	50.8588035528	33.3333333333	50.0	98.2954	41.7525773196	0.0	14.0	46.4439655172	37.5	66.6666666667
urd-ng-102-174502-11516161-post15__3	غیر مسلم تو مسلمان کو مار سکتے ہیں لیکن اگر مسلم بدلہ لینے کی کوشش بھی کرے تو سارے غیر مسلم دنیا کے ساتھ ساتھ اپنے سارے منافق حکمران بھی مل کر سچے اور مخلص دین کا درد رکھنے والوں کے ساتھ یہی سلوک کرتے ہیں جو آج ہمارے عظیم لیڈر حافظ سعید کے ساتھ کر رہے ہیں۔	Non-Muslims can kill Muslims but when Muslims even try to take revenge, all our hypocrite leaders together with all the non-muslim world treat people with the true and right pain of religion just like our great leader Hafiz Saeed is being treated today.	Non-Muslims can kill Muslims, but if a Muslim even tries to extract revenge, along with the whole non-Muslim world, even the hypocrite leaders join and treat those who have sincere religious feeling in the manner our great leaders are treating Hafiz Saeed.	Non muslim can kill muslim but when the muslim try to take revenge then all non muslim with the whole world brother's together think ,that the islamic preaching's are done with Hafiz Sayeed.	Non Muslims can kill Muslim, but if Muslim even tries to take revenge then along with the whole non Muslim world our hypocrite leaders also treat the ones sincere with true and sincere religion like they are treating our great leader Hafiz Saeed now a days.	261.142	44.3956043956	0.0	25.0	53.5736143752	35.5555555556	75.5555555556	238.225	43.7362637363	0.0	25.5	55.7638888889	36.9565217391	80.4347826087	252.863	58.2417582418	0.0	26.0	55.07397343	54.0540540541	78.3783783784	251.266	43.5164835165	0.0	24.5	54.3014753884	43.75	83.3333333333
urd-ng-102-174502-11516161-post1__1	ممبئی حملوں کی پاداش میں بھارت۔	India in impunity of Bombay attacks.	After the Mumbai attacks, Indo-	India is very upset on the attack on Mumbai.	As a penalty of Mumbai attacks India.	26.4576	36.8421052632	0.0	5.0	64.7916666667	85.7142857143	100.0	26.6435	45.6140350877	0.0	5.5	66.25	100.0	100.0	26.3481	22.8070175439	0.0	6.5	94.1964285714	50.0	80.0	58.6485	35.0877192982	0.0	5.0	65.3571428571	75.0	87.5
urd-ng-102-174502-11516161-post1__2	پاکستان روابط میں تلخی پیدا ہوئی ہے اور دونوں ملکوں کے تعلقات میں حالیہ برسوں میں آنے والی بہتری کو شدید دھچکا لگا ہے۔	Pakistan relation are bitter. Better relationship as a result of last few years between the two countries have been jolted greatly.	Pak relationships turned sour, because of which the proximity between the two countries forming after many years, for the first time suffered a severe setback.	Citizen of pakistan has created the misunderstanding between two countries and in the up coming days the sitiuation will be more worst.	Pakistan relations are affected, and the recent improvement of relations between two countries is enormously shocked.	97.3422	38.4976525822	0.0	15.5	65.5840234645	31.8181818182	54.5454545455	45.0445	25.3521126761	0.0	17.75	80.8574879227	25.0	64.2857142857	58.7292	36.6197183099	0.0	16.25	67.4689440994	26.0869565217	65.2173913043	144.262	45.0704225352	0.0	15.0	57.4922360248	27.7777777778	61.1111111111
urd-ng-102-174502-11516161-post1__3	بھارت مسلسل پاکستان میں سرگرم عسکری اور غیر عسکری گروہوں کو ذمہ دار ٹھہراتا رہا ہے	India has always held the military and non-military groups in Pakistan responsible.	India has always claimed that militant and non-militant groups which are active in Pakistan were responsible.	India alway's blames the pakistan's terror group.	India has been continually blaming active armed and unarmed groups in Pakistan	68.5439	44.2953020134	0.0	6.5	53.431372549	46.1538461538	69.2307692308	44.3627	26.8456375839	0.0	8.75	75.8012820513	41.1764705882	70.5882352941	33.3605	67.1140939597	0.0	9.0	64.2062594268	60.0	100.0	82.5157	47.6510067114	0.0	7.75	59.0610859729	58.3333333333	91.6666666667
urd-ng-102-174502-11516161-post1__4	اور تعلقات کے واپس معمول پر آنے کو ان گروپوں کے خلاف کارروائی سے مشروط کیا جا رہا ہے۔	And bringing relationship back on track is being conditioned by operations against these groups.	For the relationships to return to normal, taking action against these countries is being made a prerequisite,	The up coming problems on the taluk ,has been stoped.	and is linking the establishment of normal relations with the action against these groups.	143.953	36.8421052632	0.0	10.25	66.4692982456	26.6666666667	86.6666666667	30.8091	27.6315789474	0.0	12.25	90.8333333333	16.6666666667	50.0	40.0444	65.1315789474	0.0	11.0	68.6842105263	58.3333333333	83.3333333333	41.734	40.7894736842	0.0	10.0	67.2368421053	13.3333333333	46.6666666667
urd-ng-102-174502-11516161-post1__5	جبکہ بھارتی سکیورٹی اداروں نے ممبئی حملوں کے لیے لشکر طیبہ کو براہ راست ذمہ دار ٹھہرایا ہے	For as much, Indian security departments have held Lashkher-e-Tayyaba responsible for the Bombay attacks.	Whereas Indian security agencies have accused Lashkar-e-Taiba of being directly responsible for the Mumbai attacks.	The Indian security centres has blamed the attack on Mumbai the Lashkar-e-tayab is responsible.	Whereas Indian Security agencies has directly blamed Lashkr e Taiba for Mumbai attacks	82.3629	35.5828220859	0.0	9.75	64.2147435897	68.75	93.75	131.528	29.4478527607	0.0	8.5	54.8557692308	50.0	81.25	87.1837	41.717791411	0.0	10.0	65.625	60.0	86.6666666667	85.0681	47.2392638037	0.0	9.25	59.1666666667	84.6153846154	100.0
urd-ng-102-174502-11516161-post1__6	، اس سلسلے میں بار بار جماعت الدعوۃ کا نام بھی سامنے آہا ہے۔	in this way many times Jamat Ul Dawa Names came up.	The name of Jama'athud Da'wah also comes up many times in this regards.	In this case, name of Jamat-ud-Dawa has come in the front many times.	, in this regard Jamat Adawa has also been nominated.	68.3356	52.3364485981	0.0	8.75	60.0974025974	50.0	91.6666666667	105.827	33.6448598131	0.0	9.75	68.5227272727	42.8571428571	78.5714285714	144.728	35.5140186916	0.0	9.75	74.1883116883	40.0	80.0	110.52	50.4672897196	0.0	8.75	60.0595238095	45.4545454545	72.7272727273
urd-ng-102-174502-11516161-post1__7	یہ پہلی مرتبہ نہیں ہے کہ بھارت میں کسی دہشتگرد کارروائی کی وجہ سے دونوں ملکوں کے درمیان تعلقات سنگین ہوئے ہوں۔	this was not first time that terrorism cause intense relation in between two countries.	This is not the first time that relationships between the two countries have become serious due to some terrorist activity that took place in India.	This is the first time that relation between both the countries have worsen due to a terrorist activity in India	It is not the first time that because of any terrorist attack the relation of these two countries are worsen.	47.7836	56.2814070352	0.0	12.75	54.9954212454	26.6666666667	73.3333333333	44.486	25.6281407035	0.0	12.75	66.8452380952	15.3846153846	46.1538461538	39.9346	43.7185929648	0.0	11.0	57.9578754579	25.0	55.0	45.4288	45.2261306533	0.0	12.0	58.0128205128	19.0476190476	47.619047619
urd-ng-102-174502-11516161-post1__8	دسمبر دو ہزار ایک میں بھارتی پارلیمان پر حملے کے بعد یہ دو پڑوسی جنگ کے دہانے پر پہنچ گئے تھے۔	on December 2001 after attack on Indian parliament this two neighbors came to the front of war.	In December 2001, after the attack on the parliament, the two neighbors were prepared to go to war.	In December 2001, after the attacks on Indian Parliament, these two neighbors were on the brink of war.	In December 2000 after the attacks on Indian Parliament both countries were at the brink of war.	80.6808	43.4523809524	0.0	8.0	39.0873015873	44.4444444444	83.3333333333	39.128	41.0714285714	0.0	8.0	41.4682539683	33.3333333333	61.9047619048	88.2219	38.6904761905	0.0	6.25	33.1349206349	47.619047619	71.4285714286	71.1243	42.8571428571	0.0	7.75	39.0873015873	38.8888888889	61.1111111111
urd-ng-102-174502-11516161-post1__9	اس کے بعد، سن دو ہزار دو میں لشکر طیبہ پر پابندی عائد کرکے اس کو دہشت گروہوں کی فہرست میں شامل کیا گیا تھا۔	and after put sanction against Luskaray Taiba and include it in a list of terrorist organizations.	After that, Lashkar-e-Taiba was banned and it was included in the list of terrorist groups.	After that, in 2002 Lashker-e-Tayyaba was banned and included in the list of terrorists.	After that, in 2002 Lashkr e Taiba was banned and was included in terrorists list.	70.4911	48.4210526316	0.0	10.0	60.0183823529	41.1764705882	64.7058823529	119.958	52.1052631579	0.0	7.25	43.2904411765	35.2941176471	47.0588235294	154.717	53.6842105263	0.0	6.75	39.7058823529	37.5	62.5	66.6253	56.8421052632	0.0	8.0	47.7022058824	52.9411764706	88.2352941176
urd-ng-102-174502-11516161-post1__10	اب جماعت الدعوۃ پر، جس کے بارے میں سکیورٹی تجزیہ کار کہتے ہیں کہ اصل میں لشکر طیبہ کا ہی نیا روپ ہے، پابندی کا مطالبہ کیا جا رہا ہے۔	now on Jamat UL Dawa , about which security analyst said that this is new face of Laskaray Taiba, asking for sanctions.	Now, it is being demanded that Jama'athud Da'wah, which according to security reports is just a new form of Lashkar-e-Taiba, also be banned.	Now Jamat-ud-Dawa, about which Security analysts say that it is in reality a new face of Lashker-e-Tayyaba. Restrictions on the party are being requested.	Now Jamat Adawa, to whom security analysts is a fresh disguise of Lashkr e Taiba, is demanded to be banned.	138.65	49.3617021277	0.0	15.75	59.5410628019	50.0	83.3333333333	213.205	40.4255319149	0.0	17.25	64.865136876	29.6296296296	66.6666666667	254.593	34.4680851064	0.0	16.5	64.9557165862	34.6153846154	61.5384615385	166.794	54.4680851064	0.0	15.5	56.8287037037	52.1739130435	91.3043478261
urd-ng-102-174502-11516161-post1__11	آپ کے خیال میں اس گروپ پر پابندی عائد کی جانی چاہئیے یا نہیں؟	what is your suggestion should this group sanction or not?	In your opinion, should this group be banned or not?	In your opinion, should this group be banned or not?	What do you think, should this group be banned or not?	25.8139	46.7889908257	0.0	4.75	38.4615384615	27.2727272727	90.9090909091	29.4762	52.2935779817	0.0	2.5	21.3286713287	33.3333333333	91.6666666667	28.9464	52.2935779817	0.0	2.5	21.3286713287	33.3333333333	91.6666666667	26.2113	50.4587155963	0.0	3.75	32.5757575758	30.7692307692	84.6153846154
urd-ng-102-174502-11516161-post1__12	کیا پاکستان کو اپنی سرزمین پر سرگرم شدت پسند گروہوں کے خلاف فیصلہ کن کارروائی کرنی چاہئے؟	Should Pakistan need to take action against terrorist group on its land?	Should Pakistan take decisive action against the active fundamentalist groups within its boundaries or not?	Should Pakistan do decisive operations against extreme activists on its land?	Should Pakistan take decisive action against active extremist groups on her soil?	44.3433	55.5555555556	0.0	6.25	45.0721153846	30.7692307692	69.2307692308	43.0005	33.950617284	0.0	7.0	55.4487179487	31.25	81.25	30.9707	52.4691358025	0.0	5.75	40.625	58.3333333333	100.0	43.1314	50.0	0.0	5.5	40.9054487179	53.8461538462	84.6153846154
urd-ng-102-174502-11516161-post1__13	کیا جماعت الدعوۃ پر پابندی عائد کرنے سے موجودہ بھارت۔	does put sanction on Jamat Ul Dawa present India	Can putting a ban on Jama'athud Da'wah help the present Indo-	By banning Jamat-ud-Dawa, can current Pak-India crisis be over?	Can by banning Jamat Adawa present India,	108.351	50.5154639175	0.0	6.75	67.3295454545	77.7777777778	100.0	101.241	37.1134020619	0.0	7.25	81.25	54.5454545455	90.9090909091	147.475	35.0515463918	0.0	8.25	89.9305555556	72.7272727273	100.0	144.262	57.7319587629	0.0	6.75	67.1717171717	85.7142857143	100.0
urd-ng-102-174502-11516161-post1__14	پاک بحران ٹل سکتا ہے اور دونوں ممالک کے درمیان دائمی امن کے لیے مسلح گروہوں کا بند ہونا کتنا ضروری ہے؟	Pak crisis could resolve and for real peace in between two countries how important is that to finished groups who have weapons?	Pak crisis to subside, and how important is it for permanent peace between the two countries that armed groups be dismantled?	crisis be over? and how important is it to close down the armed groups to keep constant peace between both countries?	Pakistan crisis will vanish and to what extent it is vital to ban armed groups for establishing forever peace between the two countries.	61.9794	30.6010928962	0.0	15.25	52.4003623188	17.3913043478	65.2173913043	61.1018	31.693989071	0.0	14.0	47.0108695652	17.3913043478	56.5217391304	101.318	36.0655737705	0.0	13.75	52.490942029	17.3913043478	56.5217391304	132.864	25.6830601093	0.0	15.0	60.8695652174	20.8333333333	58.3333333333
urd-ng-102-174502-11516161-post36__1	اقوامِ متحدہ کی سلامتی کونسل نے جماعت الدعوہ پر پابندی عائد کر دی ہے، آخر سلامتی کونسل کے پاس کيا ثبوت ہيں جس پر اسنے اتنی عجلت دکھائی؟	United Nations Security Assembly put sanction against Jamat Ul Dawa, in last what evidence Security council have to shows that much hurry?	The Security Council of the United Nations has passed the ban on Jama'athud Da'wah. However, what proof did the Security Council have based on which it showed such urgency.	Security Council of the United Nations has banned Jamat-ud-Dawa. After all what proof does the security council have to decide this so quickly?	The UN Security Council on the party Al-qaeda banned, the end of the Security Council, what are the evidence seems so hurry?	97.5177	43.2098765432	0.0	16.75	61.09375	62.5	91.6666666667	92.4905	29.2181069959	0.0	17.5	72.125	51.6129032258	83.8709677419	220.442	41.1522633745	0.0	15.0	56.4166666667	45.8333333333	79.1666666667	144.289	48.9711934156	0.0	16.25	61.625	52.0	84.0
urd-ng-102-174502-11516161-post36__2	کيا سلامتی کونسل ہميشہ مسلمانوں کے خلاف اتني مستعدی نہيں دکھاتي؟	Public Tranquility Council will always never show this much of expertness against Muslims?	Does the Security Council always show this type of urgency against the Muslims?	Will the Peace Council never show any alertness against the Muslims every time?	What the Security Council against Muslims endorses such activity is not showned?	46.3062	23.7288135593	0.0	8.25	58.7912087912	64.2857142857	100.0	73.3078	33.0508474576	0.0	6.75	49.5879120879	57.1428571429	92.8571428571	121.722	33.0508474576	0.0	8.0	58.6538461538	64.2857142857	100.0	36.8964	32.2033898305	0.0	8.5	58.9285714286	69.2307692308	84.6153846154
urd-ng-102-174502-11516161-post36__3	اس کو کہتے ہيں کہ مدعی سست گواہ چست!	This we say as Accuser is Weak and witness is Strong!	This is what they call a slow complainant and a fast witness.	For this it is said that when the accuser is lazy the witness is active.	To say that the plaintiff slow are witness mercurial!	45.2408	15.873015873	0.0	8.25	63.9663461538	66.6666666667	91.6666666667	64.8385	3.1746031746	0.0	9.25	74.7916666667	38.4615384615	69.2307692308	75.5073	0.0	12.5	10.0	86.5064102564	37.5	68.75	33.7296	15.873015873	0.0	8.5	62.1394230769	60.0	80.0
urd-ng-102-174502-11516161-post36__4	ديکھا جائے تو بھارت خود ہی ايک ناکام رياست بن چکا ہے!	If you see India has make it self as a Disappointed Country	If you look at it, even India has become an unsuccessful state.	If seen India itself has become one useless realm.	India, itself has become a failed government!	34.5696	37.2340425532	0.0	8.25	73.4126984127	75.0	100.0	27.2664	32.9787234043	0.0	8.25	78.4722222222	50.0	78.5714285714	43.0422	46.8085106383	0.0	6.75	58.1349206349	70.0	80.0	28.6435	52.1276595745	0.0	7.25	60.0595238095	44.4444444444	77.7777777778
urd-ng-102-174502-11516161-post36__5	جس کی انٹيليجنس، فوج اور دوسرے سکيورٹی ادارے ناکام ہو چکے ہيں، جو چند دہشتگردوں کے ہاتھوں 72 گھنٹے تک تگنی کا ناچ ناچتے رہے اور بھارت اپنی اس ناکامی کا الزام پاکستان پر ڈال کر پوری دنيا کو دھوکہ دے رہا ہے۔	Whom so ever Intelligence, Military and other Security Departments has been disappointed, only few terrorists has made them to dance for 72 hours and now India on his disappointment they are blaming Pakistan for this and trying to ruse the whole world	whose intelligence, army and security institutes failed, and were forced to dance at the fingertips of a few terrorists for 72 hours. And India wants to put the blame for its inability on Pakistan, to fool the whole world.	Whose intelligence, army and other security officials has become useless, who for 72 hours have danced the dance of mole with terrorists and India is cheating the world by blaming Pakistan over its uselessness.	The army, intelligence and other security institutions have failed, the terrorists who hands may carry 72 hours of the Defense Department was Round and its failure of India accused Pakistan of put and the entire world.	167.849	31.4207650273	0.0	27.0	64.6924021924	43.1818181818	81.8181818182	115.892	39.3442622951	0.0	26.25	62.6271813772	32.5581395349	76.7441860465	143.26	42.6229508197	0.0	24.75	54.9533799534	40.5405405405	83.7837837838	126.325	40.4371584699	0.0	25.5	59.3673218673	43.5897435897	79.4871794872
urd-ng-102-174502-11516161-post51__1	ايک کافر قتل ہو جائے پوری دنيا ميں شور مچ جاتا ہے- يہ دوہرا معيار کيوں؟	If one non Muslim is murdered den the voices will be raised from whole world, why is this Double Mentality?	When one disbeliever dies, there is hue and cry in the whole world. Why these double standards?	If one disbeliever dies then the whole world knows about it- why is this double accuracy?	A pagan killed the should be a noise around the world are bandaged. this song huddled?	158.991	15.0793650794	0.0	13.0	68.0882352941	50.0	81.8181818182	125.717	24.6031746032	0.0	12.5	64.5721925134	47.3684210526	73.6842105263	67.7881	29.3650793651	0.0	11.0	54.3813131313	52.9411764706	76.4705882353	91.5842	31.746031746	0.0	12.5	66.4839572193	47.0588235294	82.3529411765
urd-ng-102-174502-11516161-post51__2	وطن عزيز کی واحد غيرسياسي، مذبہي، فلاحی تنظيم کو--------۔	To my Dearest Countries one and only non politics, Religious, Cultural Organization -----------	To a non political, religious and social organisation of our dear country---	To the dear nation of one nonpolitical, religious, farming organization...	Countries only religious and non-political, Welfare Organization.	111.962	3.0612244898	0.0	12.0	79.1452991453	90.0	95.0	64.9737	22.4489795918	0.0	10.5	72.2222222222	46.6666666667	73.3333333333	89.3641	24.4897959184	0.0	10.75	80.8547008547	69.2307692308	100.0	70.2455	33.6734693878	0.0	10.25	61.1538461538	66.6666666667	100.0
urd-ng-102-174502-11516161-post51__3	فرقان فاروق، فيصل آباد	Furqan Farooq, Faisalabad	Furqan Farooq, Faisalabad	Farqaan Farooq, Faisalabad	Furqan Farooq, Faisalabad	122.942	39.0243902439	0.0	0.25	6.25	100.0	100.0	122.942	39.0243902439	0.0	0.25	6.25	100.0	100.0	122.942	36.5853658537	0.0	0.75	18.75	100.0	100.0	122.942	39.0243902439	0.0	0.25	6.25	100.0	100.0
urd-ng-102-174502-11516161-post51__4	جب تک ہمارے پيغمبر(ص)، اوليا کرام اور صوفيوں نے سب انسانوں کو محبت اور احترام ديا، دين اسلام امن وآتشی سے خوب پھیلا اور پھلتا پھولتا رہا۔	Till the time Prophet PBUH, Saints and the Follower has given the respect to the Human beings, With Peace the Religion Islam was advertised a lot and was going on	As long as our Prophet (PBUH), the Awliya Kiram and the Sufis continued to teach people the lesson of love and respect, the religion of Islam would spread and prosper with peace.	Until our Prophet(Peace be upon Him), great ancestors and Sufism gave the human beings the love and respect, religion Islam was more vast growing and ripening from peace and sparkle.	Our prophet (directives for), scholars and all the saints love the people and gave respect to them, Islam remains a peaceful religion.	287.865	34.1463414634	0.0	22.25	65.4279279279	59.375	81.25	185.061	27.6422764228	0.0	22.25	69.8784722222	40.5405405405	86.4864864865	174.905	26.0162601626	0.0	21.75	67.3564189189	58.3333333333	88.8888888889	209.049	45.5284552846	0.0	21.25	60.1140202703	48.1481481481	92.5925925926
urd-ng-102-174502-11516161-post51__5	مسلمانوں نے بھي ہر ميدان ميں ترقي کي۔	Muslims has also got the Success on every Ground	Muslims have also advanced in every field.	The Muslims also got promoted in every field.	The Muslims have also progressed on war grounds.	26.6588	28.3582089552	0.0	5.5	63.5416666667	55.5555555556	77.7777777778	26.7621	37.3134328358	0.0	4.0	44.4444444444	25.0	87.5	33.3196	32.8358208955	0.0	4.25	48.6111111111	44.4444444444	77.7777777778	24.5238	28.3582089552	0.0	4.75	54.5138888889	55.5555555556	100.0
urd-ng-102-174502-11516161-post51__6	مگرجب يہ خوبصورت دين ملائيت کے ہتھے چڑھا توانسانوں ميں مومن و کافر کی تفريق شروع ہوئی اورفتنہ و فساد کے نئے باب کھلنے لگے جن سے دنيا پہلے واقف نہ تھي۔	When this Beautiful Religion has came to a normal person then the human beings has started differentiating the Muslim and non Muslim and then the New chapters of tumults and quarrel has been started, earlier the world was not aware of this	But when there was a rise of Mullaism in the religion, there was a division of people into Muslims and Kafirs, and new avenues of mischief were opened, which were not known to the world previously.	But when this beautiful Religion rose to the hands of distillation then within the human beings began the difference of religious and disbeliever and the new gateways of pride and prejudice began to open by which the world was unknown before.	When this beautiful anarchy climed deen started then MOMIN and pagan fulfill their dreams of violence and the opening new chapter started first aware of the 'not.	154.344	11.1524163569	0.0	27.0	72.2321428571	46.511627907	72.0930232558	237.985	26.7657992565	0.0	27.5	73.5811184939	35.0	65.0	159.727	10.0371747212	0.0	25.0	68.4240033223	28.5714285714	69.0476190476	171.591	39.7769516729	0.0	26.5	61.8805370986	46.4285714286	82.1428571429
urd-ng-102-174502-11516161-post53__1	سلام۔ کریں جناب شوق سے کريں مگر اپنے بل بوتے پر يہ کارروائی کريں۔	Do greet them sir. But at your own expense.	Salam- Please do it with pleasure but act at your own.	Salute, sir, salute happily, but get your work done on your own.	The passion is to be saluted. ut try your riches in the action	46.7733	63.2478632479	0.0	8.75	62.0535714286	60.0	90.0	81.2779	53.8461538462	0.0	8.5	62.4188311688	33.3333333333	83.3333333333	35.7102	45.2991452991	0.0	10.25	83.6038961039	50.0	81.25	71.7663	47.0085470085	0.0	10.0	77.7935606061	38.4615384615	76.9230769231
urd-ng-102-174502-11516161-post53__2	امريکہ کے پريشر ميں آکر نہ کريں۔	Don't do it under the pressure of America.	do not do it under American pressure.	Do not do it under the pressure from America.	This do not come during the falling	20.4922	27.5862068966	0.0	4.0	51.6964285714	50.0	60.0	20.3368	36.2068965517	0.0	4.0	48.8888888889	50.0	62.5	21.9131	22.4137931034	0.0	3.75	49.4047619048	40.0	50.0	16.7533	39.6551724138	0.0	6.25	64.0972222222	28.5714285714	85.7142857143
urd-ng-102-174502-11516161-post53__3	اگر بھارت کو تکليف ہے تو ثبوت فراہم کرے ناں؟	If India has any complaints, then it should come up with evidence.	if India is aggrieved, it should provide the evidence.	If India is in difficulty, let them prove it, no?	If this irritates, India should give the proofs	34.3584	16.4556962025	0.0	7.5	69.8912198912	35.7142857143	71.4285714286	62.5184	31.6455696203	0.0	6.5	55.7387057387	54.5454545455	63.6363636364	32.9221	37.9746835443	0.0	8.0	72.9256854257	46.1538461538	92.3076923077	61.9906	40.5063291139	0.0	7.5	58.9785214785	66.6666666667	88.8888888889
urd-ng-102-174502-11516161-post53__4	کيوں نہيں ديتا وہ؟	Why don't they do so?	Why doesn't it give it?	Why does it not give?	Isn't the river tame not grouped	16.2732	36.3636363636	0.0	4.0	58.3333333333	57.1428571429	85.7142857143	29.6251	30.303030303	0.0	3.5	54.1666666667	57.1428571429	100.0	18.2395	36.3636363636	0.0	3.75	54.1666666667	50.0	66.6666666667	23.8915	3.0303030303	0.0	5.25	75.0	71.4285714286	100.0
urd-ng-102-174502-11516161-post53__5	اور ہر بات کا الزام ہم پر کيوں ڈال ديتا ہے؟	Why do they blame everything on us?	And why it accuses us of every thing?	And why do they accuse us with everything?	All of us who are accused should put on the river tame	27.4493	53.9473684211	0.0	6.25	61.8055555556	25.0	87.5	32.8467	51.3157894737	0.0	6.5	66.6666666667	33.3333333333	88.8888888889	20.9708	44.7368421053	0.0	6.0	60.4166666667	33.3333333333	77.7777777778	25.3306	28.9473684211	0.0	8.75	101.041666667	25.0	50.0
